Gene,F303_0ppm,F306_2ppm,F318_0ppm,F320_2ppm,F325_0ppm,F328_0ppm,F332_0ppm,F336_2ppm,F341_2ppm,F342_2ppm
Gm18853,0,0,0,0,0,0,0,0,0,0
Gm19276,37,30,43,47,50,82,85,62,45,65
Gm19277,0,0,0,0,0,0,0,0,0,0
Gm19299,283,130,272,228,268,282,340,223,201,176
Gm19303,1,3,0,0,0,0,0,0,0,0
Gm19345,1,1,0,0,0,0,0,0,0,0
Gm19395,0,0,0,1,0,0,0,0,1,1
Gm19402,0,0,0,0,0,0,0,0,0,0
Gm19424,1,0,0,0,1,0,0,0,0,0
Gm1943,29,7,30,10,41,31,21,21,13,18
Gm19434,30,36,76,49,49,43,59,41,41,46
Gm19461,437,330,436,449,555,486,526,450,401,372
Gm19466,54,22,54,55,49,52,68,42,28,49
Gm19510,8,9,4,5,14,10,17,12,3,3
Gm19522,5,5,9,24,23,11,13,18,15,21
Gm19557,66,19,52,44,34,41,40,26,33,23
Gm19583,244,171,330,307,344,403,447,339,283,263
Gm19589,1,0,4,0,1,0,0,2,0,1
Gm19619,1,0,1,0,1,1,1,3,2,1
Gm1965,10444,7050,10295,10875,10840,13008,13437,12579,10652,9763
Gm19668,0,0,0,0,0,0,0,0,0,0
Gm1968,0,0,0,0,0,0,0,0,0,0
Gm19689,1,0,0,1,1,2,1,4,0,0
Gm19705,91,44,81,57,97,79,102,69,53,67
Gm19710,15,11,16,11,12,20,12,8,7,5
Gm19757,2012,1270,1757,1505,2441,2432,2625,1646,2010,2063
Gm1976,19,25,19,15,12,7,12,5,2,3
Gm19782,0,2,0,0,0,0,0,0,0,0
Gm19784,404,277,489,463,544,609,616,487,417,390
Gm1987,0,0,0,0,0,0,0,0,0,0
Gm19897,63,48,45,41,60,47,26,49,34,35
Gm1993,0,0,1,0,1,0,0,0,0,0
Gm1995,3,1,2,2,1,4,3,0,2,2
Gm19990,0,0,0,1,0,1,0,1,0,0
Gm2002,0,0,0,0,0,0,0,0,0,0
Gm20063,0,0,0,0,0,0,0,0,0,0
Gm20098,0,0,1,0,4,0,1,0,2,0
Gm2011,0,0,0,0,0,0,0,0,1,0
Gm20110,1,3,0,1,2,0,0,2,0,0
Gm2012,0,0,0,0,1,1,0,0,0,0
Gm20125,9,8,19,14,9,26,20,8,19,10
Gm20139,1,0,1,1,1,2,1,0,3,3
Gm2016,1,0,0,0,0,0,0,0,0,0
Gm20172,0,0,0,1,0,0,0,0,0,0
Gm20187,22,14,19,31,31,25,32,15,19,18
Gm20199,30,22,11,17,2,0,5,4,0,0
Gm2022,1,0,0,0,0,0,0,0,0,0
Gm20257,12,10,3,5,6,1,4,3,0,4
Gm20268,0,0,1,0,0,0,0,0,0,0
Gm2027,3,2,2,0,2,0,0,1,0,1
Gm2030,0,1,0,0,0,0,0,0,0,0
Gm20300,41,58,19,56,9,19,5,8,2,10
Gm20324,1,2,1,2,2,2,1,0,2,1
Gm20337,50,36,37,38,43,42,26,32,30,19
Gm20356,409,305,496,499,550,497,509,491,436,449
Gm20362,644,508,895,791,854,902,918,850,689,661
Gm20408,1,1,1,0,0,0,0,1,0,1
Gm20410,0,0,0,0,0,0,0,0,1,0
Gm2042,745,514,835,794,901,905,1014,809,705,762
Gm20516,0,0,0,0,1,0,0,0,1,0
Gm20554,0,0,0,0,0,1,0,0,0,0
Gm20556,0,0,0,0,0,0,0,0,0,0
Gm20579,0,0,0,0,0,0,0,0,0,0
Gm20580,3,3,6,3,3,7,13,0,4,3
Gm20581,2,0,1,0,0,0,0,0,0,0
Gm20594,1,0,0,0,0,0,0,0,0,0
Gm20597,42,34,39,28,34,28,40,34,27,27
Gm20604,1,1,0,1,1,4,1,1,0,0
Gm20605,14,8,11,2,18,7,14,8,1,5
Gm2061,0,0,0,0,0,0,0,0,0,0
Gm20611,0,0,1,0,0,0,0,0,1,0
Gm20735,0,4,3,2,2,4,4,5,2,2
Gm20736,0,0,0,0,0,0,0,0,0,0
Gm20738,0,0,0,0,0,0,0,0,0,0
Gm20740,10,9,4,7,5,2,17,7,3,6
Gm20741,33,40,49,33,44,40,48,51,31,36
Gm20743,0,0,0,0,0,0,0,0,0,0
Gm20744,1,0,0,0,0,0,1,0,0,0
Gm20745,0,0,0,0,1,2,1,0,0,0
Gm20747,0,0,0,0,0,0,0,0,0,0
Gm20748,4,2,4,2,6,10,6,2,0,1
Gm20750,4,10,2,9,3,1,9,7,2,6
Gm20751,16,12,6,14,5,15,8,11,4,3
Gm20752,0,0,0,1,0,0,0,0,0,0
Gm20753,0,0,0,1,0,0,0,0,0,0
Gm20754,0,0,0,0,0,0,0,0,0,0
Gm20755,2,0,0,0,1,0,0,2,0,0
Gm20756,3,1,0,0,0,0,0,0,0,0
Gm20757,3,0,0,0,0,0,0,1,0,0
Gm20758,19,19,23,24,33,20,32,18,13,25
Gm20759,87,63,158,128,148,152,190,112,89,93
Gm20765,0,0,0,0,0,0,0,0,0,0
Gm20767,4,2,0,0,5,5,8,1,5,4
Gm20806,0,0,0,0,0,0,0,0,0,0
Gm20809,0,0,0,0,0,0,0,0,0,0
Gm20815,0,0,0,0,0,0,0,0,0,0
Gm20816,0,0,0,0,0,0,0,0,0,0
Gm20822,0,0,0,0,0,0,0,0,0,0
Gm20823,0,0,0,0,0,0,0,0,0,0
Gm20826,0,0,0,0,0,0,0,0,0,0
Gm2083,0,0,0,0,0,0,0,0,0,0
Gm20831,0,0,0,0,0,0,0,0,0,0
Gm20854,0,0,0,0,0,0,0,0,0,0
Gm20857,0,0,0,0,0,0,0,0,0,0
Gm20858,0,0,0,0,0,0,0,0,0,0
Gm20865,0,0,0,0,0,0,0,0,0,0
Gm20867,0,0,0,0,0,0,0,0,0,0
Gm20871,0,0,0,0,0,0,0,0,0,0
Gm20877,0,0,0,0,0,0,0,0,0,0
Gm20878,0,0,0,0,0,0,0,0,0,0
Gm20917,0,0,0,0,0,0,0,0,0,0
Gm20939,44,44,25,43,27,15,17,27,12,22
Gm21002,0,0,0,0,0,0,0,0,0,0
Gm21057,0,0,0,0,0,0,1,0,0,1
Gm2109,9,10,19,6,18,10,20,1,6,1
Gm21119,0,0,0,0,0,0,0,0,0,0
Gm2115,2,1,5,4,8,2,11,5,8,3
Gm21276,3,2,7,3,2,3,2,3,0,0
Gm21293,0,0,0,0,0,0,0,0,0,0
Gm21304,0,0,0,0,0,0,0,0,0,0
Gm21312,0,0,0,0,0,0,0,0,0,0
Gm21319,0,0,0,0,0,0,0,0,0,0
Gm21498,0,0,0,0,0,0,0,0,0,0
Gm21541,0,0,0,0,0,0,0,0,0,0
Gm21586,0,0,0,0,0,0,0,0,0,0
Gm216,1,4,0,0,0,0,0,0,0,0
Gm21637,0,0,0,0,0,0,0,0,0,0
Gm21677,0,0,0,0,0,0,0,0,0,0
Gm21693,0,0,0,0,0,0,0,0,0,0
Gm21704,0,0,0,0,0,0,0,0,0,0
Gm21708,0,0,0,0,0,0,0,0,0,0
Gm2176,0,0,0,0,0,0,0,0,0,0
Gm21943,0,0,0,0,0,0,0,0,0,0
Gm21944,0,0,0,0,0,0,0,1,0,0
Gm21945,0,0,0,0,0,0,0,0,0,0
Gm21946,0,0,0,0,0,1,0,0,0,0
Gm21947,0,2,0,0,0,0,0,0,0,0
Gm21949,0,0,0,0,0,0,0,0,0,0
Gm21950,0,0,0,0,0,0,0,0,0,0
Gm21951,0,0,1,0,0,0,0,0,0,0
Gm2381,4,1,1,1,3,0,2,1,3,2
Gm2382,91,48,70,53,89,76,96,54,40,64
Gm2447,21,9,22,16,18,11,19,15,7,5
Gm2506,0,0,0,0,0,0,0,0,0,0
Gm2516,26,12,28,18,28,40,37,16,9,22
Gm2518,430,375,540,419,515,544,509,443,354,351
Gm266,0,0,0,0,0,0,0,0,0,0
Gm2663,0,0,0,0,0,0,0,0,0,0
Gm2694,343,204,366,254,418,407,409,282,194,222
Gm2696,0,0,2,1,2,0,1,1,10,0
Gm2721,1,4,2,4,0,2,1,1,2,0
Gm2762,13,7,19,9,14,16,16,8,7,7
Gm2799,0,0,0,0,0,0,0,0,0,0
Gm2825,0,0,0,0,0,0,0,0,0,0
Gm2837,0,0,0,0,0,0,0,0,0,0
Gm2848,0,1,0,0,0,0,0,0,0,0
Gm2863,0,0,0,0,0,0,0,0,0,0
Gm2897,0,0,0,0,0,0,0,0,0,0
Gm2913,0,0,0,0,0,0,0,0,0,0
Gm2933,0,0,0,0,0,0,0,0,0,0
Gm2a,931,707,125,406,365,150,94,119,37,35
Gm3002,0,0,0,0,0,0,0,0,0,0
Gm3020,0,0,0,0,0,0,0,0,0,0
Gm3086,0,0,0,0,0,0,0,0,0,0
Gm3139,2,6,13,7,6,12,8,7,5,7
Gm3143,1681,1026,2003,1678,2338,2207,2352,1714,1459,1500
Gm3219,613,472,698,576,743,652,733,673,537,464
Gm3230,15,6,20,11,17,13,12,17,11,19
Gm3238,0,0,0,0,0,0,0,0,0,0
Gm3258,114,54,119,96,145,112,136,79,64,63
Gm3259,423,284,537,427,482,524,576,554,394,430
Gm3264,0,0,0,0,0,0,0,0,0,0
Gm3279,0,0,0,0,0,0,0,0,0,0
Gm3285,0,0,0,0,0,0,0,0,0,0
Gm3286,1,2,4,2,2,3,3,6,1,2
Gm3317,0,0,0,0,0,0,0,0,0,0
Gm3336,0,0,0,0,0,0,0,0,0,0
Gm3376,0,0,0,0,0,0,0,0,0,0
Gm3383,0,0,0,0,0,0,0,0,0,0
Gm3402,0,0,0,0,0,0,0,0,0,0
Gm3404,0,0,0,0,0,0,0,0,0,0
Gm3409,0,0,0,0,0,0,0,0,0,0
Gm3414,95,116,50,76,48,57,65,71,38,42
Gm3415,0,0,0,0,0,0,0,0,0,0
Gm3417,0,0,0,0,0,0,0,0,0,0
Gm3428,0,0,0,0,0,0,0,0,0,0
Gm3434,0,0,0,0,0,0,0,0,0,0
Gm3435,3,1,2,1,1,0,2,0,0,1
Gm3448,0,0,0,0,0,0,0,0,0,0
Gm3494,0,0,0,0,0,0,0,0,0,0
Gm3500,0,0,0,0,0,0,0,0,0,0
Gm3558,1,0,0,0,0,0,0,0,0,0
Gm3604,207,149,200,215,193,195,190,213,156,183
Gm362,0,0,0,0,2,0,0,0,0,0
Gm364,501,453,767,633,837,652,816,693,653,596
Gm3646,0,0,1,0,0,0,0,0,0,0
Gm3696,0,0,0,0,0,0,0,0,0,0
Gm3701,0,0,0,0,0,0,0,0,0,0
Gm3706,0,0,0,0,0,0,0,0,0,0
Gm3716,1,0,2,2,3,6,4,9,4,4
Gm3750,0,0,0,0,0,0,0,0,0,0
Gm3763,0,0,0,0,0,0,0,0,0,0
Gm3776,0,1,0,0,0,0,0,0,0,0
Gm382,1,0,0,2,0,0,0,0,0,0
Gm3833,82,57,78,58,101,73,80,55,53,50
Gm3893,0,0,0,0,0,0,0,0,0,0
Gm3925,30,8,30,29,20,31,32,32,28,26
Gm3985,21,7,15,21,20,13,21,18,16,11
Gm4013,6,0,1,1,2,3,0,1,1,0
Gm4027,0,0,0,0,0,0,0,0,0,0
Gm4064,0,0,0,0,0,0,0,0,0,0
Gm4070,0,0,0,0,0,0,0,0,0,0
Gm41,0,0,0,0,0,0,0,0,0,0
Gm410,0,0,0,1,0,0,0,0,4,0
Gm4133,0,0,0,0,0,0,0,0,0,0
Gm4141,0,0,0,0,0,0,0,0,0,0
Gm4172,0,0,0,0,0,0,0,0,0,0
Gm4175,0,0,0,0,0,0,0,0,0,0
Gm4177,0,0,0,0,0,0,0,0,0,0
Gm4179,0,0,0,0,0,0,0,0,0,0
Gm4187,0,0,0,0,0,0,0,0,0,0
Gm4201,0,0,0,0,0,0,0,0,0,0
Gm4214,0,0,0,0,0,0,0,0,0,0
Gm4216,0,0,0,0,0,0,0,0,0,0
Gm4220,0,0,0,0,0,0,0,0,0,0
Gm4224,21,19,18,24,50,28,35,34,30,30
Gm4251,0,0,0,0,0,0,0,0,0,0
Gm4262,2,0,0,0,1,2,0,0,0,0
Gm4265,2,1,1,3,0,1,0,0,0,0
Gm4278,0,0,0,2,0,0,0,0,0,0
Gm428,6,3,4,6,5,1,7,3,5,3
Gm4285,11,4,7,0,2,3,3,3,0,3
Gm4297,0,0,0,0,0,0,0,0,0,0
Gm4301,0,0,0,0,0,0,0,0,0,0
Gm4302,0,0,0,0,0,0,0,0,0,0
Gm4303,0,0,0,0,0,0,0,0,0,0
Gm4305,0,0,0,0,0,0,0,0,0,0
Gm4307,0,0,0,0,0,0,0,0,0,0
Gm4312,0,0,0,0,0,0,0,0,0,0
Gm4340,0,0,0,0,0,0,0,0,0,0
Gm4345,2,5,0,1,0,1,0,0,0,1
Gm4349,21,7,8,9,13,16,7,7,7,13
Gm436,1,0,0,0,0,0,0,0,0,0
Gm4371,123,96,113,142,110,137,159,135,141,103
Gm438,1,2,1,1,0,1,0,0,0,0
Gm44,0,0,3,1,0,0,2,0,1,0
Gm4461,0,0,0,0,0,0,0,0,0,0
Gm4477,0,0,0,0,0,0,0,0,0,1
Gm4489,26,22,29,27,31,23,37,31,36,24
Gm4498,0,0,0,0,0,0,0,0,0,0
Gm4532,25,37,19,24,18,27,14,27,16,16
Gm4541,0,0,0,0,0,1,1,0,0,0
Gm4559,0,0,0,0,0,0,0,0,0,0
Gm4566,286,213,381,240,382,339,356,255,227,240
Gm4567,4,3,9,2,8,6,10,3,10,4
Gm4598,0,0,0,0,0,0,0,0,0,0
Gm4636,110,96,130,118,101,115,104,89,82,109
Gm4710,0,0,0,0,0,0,0,0,0,0
Gm4719,0,0,0,0,0,0,0,0,0,0
Gm4724,0,0,0,0,0,0,0,0,0,0
Gm4736,0,0,0,0,0,0,0,0,0,0
Gm4745,1639,989,1946,1712,2002,2066,2340,2044,1553,1773
Gm4759,3,0,0,0,0,0,0,0,0,0
Gm4763,0,0,0,0,0,0,0,0,0,2
Gm4776,0,0,0,0,0,0,0,0,0,0
Gm4787,5,2,1,1,1,0,2,1,0,0
Gm4788,3,3,0,1,1,2,3,3,0,0
Gm4791,0,0,0,0,0,0,0,0,0,0
Gm4792,0,0,0,0,0,0,0,0,0,0
Gm4794,0,1,0,0,0,0,1,0,0,0
Gm4814,4,5,11,17,13,14,7,4,2,5
Gm4827,0,0,0,0,0,0,0,0,0,0
Gm4832,12,5,14,5,13,6,18,12,10,5
Gm4836,0,0,0,0,0,0,0,0,0,0
Gm4841,2,0,0,0,0,0,0,0,0,0
Gm4846,14,2,14,11,9,17,17,4,14,14
Gm4847,0,0,0,0,1,0,0,2,0,0
Gm4850,7,1,2,4,10,6,1,1,2,3
Gm4858,0,0,0,0,0,0,0,0,0,0
Gm4861,1,0,6,4,4,5,1,1,3,4
Gm4871,0,0,0,0,0,0,0,2,0,0
Gm4872,0,0,0,0,0,0,0,0,0,0
Gm4884,0,0,0,0,0,0,0,0,0,0
Gm4890,33,34,54,38,49,36,51,27,21,15
Gm4894,0,0,2,0,0,0,0,1,0,0
Gm4906,0,0,0,0,0,0,0,0,0,0
Gm4907,298,161,332,296,550,289,417,309,221,294
Gm4922,22,7,25,16,33,29,21,15,16,23
Gm4925,269,237,435,308,338,361,372,370,262,276
Gm4926,118,81,104,122,93,117,114,96,64,64
Gm4937,0,0,0,0,0,0,0,0,0,2
Gm4944,132,94,166,102,132,123,131,153,142,101
Gm4951,8,6,0,0,0,2,0,0,0,0
Gm4952,14,9,18,13,19,12,13,9,15,12
Gm4956,6,5,10,7,12,2,8,14,3,7
Gm4961,1427,1277,1964,1421,1880,1675,1979,1914,1416,1352
Gm4971,1,0,0,0,0,1,0,0,0,0
Gm4975,488,399,597,661,785,711,828,698,692,678
Gm4980,18,4,1,2,6,6,5,2,2,1
Gm4981,518,368,578,503,608,658,687,738,560,529
Gm4984,0,0,0,1,0,0,0,0,0,0
Gm5,442,312,621,364,649,486,588,429,338,326
Gm5039,12,14,17,24,31,36,16,27,22,15
Gm5065,1280,1093,1690,1173,1666,1323,1686,1527,1126,1361
Gm5069,10,7,5,6,2,3,3,2,0,1
Gm5071,1,0,0,0,0,0,0,0,0,0
Gm5072,0,0,0,0,0,0,0,0,0,0
Gm5077,27,25,21,11,10,12,14,27,13,7
Gm5082,15,14,23,25,15,10,11,27,20,16
Gm5083,195,120,252,247,238,224,265,224,173,213
Gm5084,0,0,0,4,0,3,0,0,0,0
Gm5086,0,0,0,0,1,0,0,0,0,0
Gm5087,77,50,80,64,83,68,95,78,76,58
Gm5088,936,916,1205,1034,1126,1130,1164,1098,943,1028
Gm5089,1,0,0,0,0,0,0,0,0,0
Gm5091,9,1,6,12,4,10,10,7,6,4
Gm5095,0,0,3,3,1,1,1,0,0,3
Gm5105,0,0,0,1,0,0,0,0,0,1
Gm5108,0,2,0,0,0,0,0,3,0,0
Gm5111,2,2,4,2,0,0,0,0,0,0
Gm5113,24,23,14,23,8,10,14,7,7,3
Gm5114,0,0,0,0,0,0,0,0,0,0
Gm5122,6,4,18,11,13,12,5,6,7,8
Gm5124,13,16,8,10,4,8,6,5,3,5
Gm5126,1,0,1,1,2,0,0,0,0,0
Gm5127,5,0,1,2,1,1,0,1,0,2
Gm5128,0,0,0,0,0,0,0,0,0,0
Gm5129,21,24,24,25,37,32,28,37,27,29
Gm5132,0,0,0,0,0,0,0,0,0,0
Gm5134,679,488,851,687,885,861,916,843,754,751
Gm5136,1,0,0,0,0,0,0,0,0,1
Gm514,3,1,4,4,4,1,0,4,1,5
Gm5141,367,305,423,487,460,544,418,506,400,365
Gm5142,0,0,0,1,1,0,0,0,0,0
Gm5148,47,14,16,33,26,14,17,10,12,2
Gm5150,6,3,9,5,1,3,5,6,5,4
Gm5166,0,0,0,0,0,0,0,0,0,0
Gm5168,0,0,0,0,0,0,0,0,0,0
Gm5169,0,0,1,1,1,0,1,0,0,1
Gm5176,2,0,1,0,1,1,0,1,0,1
Gm5177,671,525,864,820,883,945,1082,871,734,726
Gm525,0,0,0,1,0,1,0,0,0,0
Gm527,1418,965,1488,1350,1464,1708,1697,1564,1152,1213
Gm5294,3,1,1,1,0,4,3,4,0,1
Gm53,11,2,1,4,2,3,1,3,0,0
Gm5334,0,0,0,0,0,0,0,0,0,0
Gm5346,0,0,2,0,0,0,0,0,0,0
Gm5347,2,0,0,0,1,0,0,0,0,0
Gm5382,0,0,0,0,0,0,0,0,0,0
Gm5409,0,0,0,0,0,0,0,0,0,0
Gm5414,3,4,2,0,3,1,3,2,2,4
Gm5415,1,4,0,0,0,1,0,0,0,0
Gm5416,0,0,1,1,2,0,0,0,0,0
Gm5420,0,0,0,0,0,0,0,0,0,0
Gm5424,0,0,0,0,0,0,0,0,0,0
Gm5431,0,0,0,0,0,0,0,0,0,0
Gm5434,2555,2094,2905,2540,3162,2872,3644,2690,2405,2390
Gm5441,0,1,0,6,1,1,0,1,0,2
Gm5458,0,0,0,0,0,0,0,0,0,0
Gm5460,1,0,0,0,0,0,0,0,0,0
Gm5464,3,5,1,4,0,0,0,0,0,0
Gm5468,3,2,5,0,2,1,4,3,6,7
Gm5475,249,150,315,218,331,283,347,235,200,169
Gm5476,0,3,0,2,0,0,1,0,0,2
Gm5477,2,0,0,0,0,2,1,5,0,2
Gm5478,1,0,0,0,0,0,0,0,0,0
Gm5480,12,1,20,4,10,12,11,12,6,4
Gm5483,0,0,0,1,0,0,0,0,0,0
Gm5485,2,1,0,1,0,5,0,4,0,0
Gm5494,0,0,0,1,0,0,0,0,0,0
Gm5506,29,9,7,23,22,12,10,12,4,1
Gm5512,182,140,120,136,137,124,127,148,106,81
Gm5523,2,4,2,3,2,1,2,4,2,1
Gm5531,0,0,0,0,0,0,11,0,1,0
Gm5535,22,12,27,16,32,23,34,32,22,21
Gm5538,1,0,2,0,0,0,0,0,0,0
Gm5544,0,0,2,0,2,0,0,0,0,0
Gm5547,0,1,1,0,0,0,0,0,0,0
Gm5549,6,5,4,2,3,2,5,1,5,2
Gm5577,17,22,9,8,7,6,5,7,3,3
Gm5591,0,0,0,0,0,0,0,0,0,0
Gm5592,0,0,1,0,0,0,0,0,0,0
Gm5595,131,117,121,111,119,81,94,95,69,75
Gm5607,1,0,0,2,0,1,1,0,0,0
Gm561,137,57,97,66,107,94,85,69,31,49
Gm5615,9,2,9,2,9,8,2,6,1,4
Gm5617,136,109,192,150,166,154,162,125,101,102
Gm5622,1,4,0,0,0,2,3,1,3,3
Gm5627,0,0,0,0,0,0,0,0,0,0
Gm5634,0,0,0,0,0,0,0,0,0,0
Gm5635,0,0,0,0,0,0,0,0,0,0
Gm5640,0,0,0,0,0,1,0,0,0,0
Gm5643,3,4,1,0,4,1,2,1,3,0
Gm5662,0,0,0,0,1,1,0,0,0,1
Gm5712,10,10,12,15,12,22,17,16,12,11
Gm572,1,0,1,1,0,0,0,0,0,1
Gm5725,0,0,0,0,0,0,0,0,0,0
Gm5726,0,0,0,0,0,0,0,0,0,0
Gm5728,0,0,0,0,0,0,0,0,0,0
Gm5741,0,1,0,0,0,0,0,0,0,0
Gm5766,4,1,0,0,0,0,0,0,0,0
Gm5771,0,0,1,0,0,2,0,2,0,0
Gm5779,157,125,151,163,154,192,156,206,127,120
Gm5795,0,0,0,0,0,0,0,0,0,0
Gm5796,0,0,0,0,0,0,0,0,0,0
Gm5797,0,0,0,0,0,0,0,0,0,0
Gm5800,1,2,0,0,0,1,0,1,1,1
Gm5801,189,144,184,134,139,161,169,163,102,115
Gm5803,5,5,0,1,2,0,0,0,1,2
Gm581,11,3,12,11,13,10,8,8,9,10
Gm5820,270,237,343,338,416,483,503,352,334,317
Gm5833,5,1,1,1,2,1,0,1,0,5
Gm5860,0,1,0,0,1,0,0,0,2,0
Gm5868,425,204,283,260,321,265,287,224,223,182
Gm5878,0,0,0,0,0,0,0,0,0,0
Gm5885,0,0,0,1,0,0,0,0,0,0
Gm5886,0,0,0,0,0,0,0,0,0,0
Gm5891,0,0,0,0,0,0,0,0,0,0
Gm590,0,0,0,0,0,0,0,0,0,0
Gm5901,13,17,18,14,22,16,15,13,14,15
Gm5916,3,6,5,0,10,5,6,1,6,9
Gm5918,52,29,48,41,61,37,31,21,42,39
Gm5925,0,2,0,0,0,0,0,0,0,0
Gm5934,8,3,7,6,12,8,13,10,8,7
Gm5935,1,0,0,0,4,6,1,2,0,2
Gm5936,0,0,0,0,0,0,0,0,0,0
Gm5938,0,0,0,0,0,0,0,0,0,0
Gm5941,0,0,0,0,0,0,0,0,0,0
Gm595,0,4,0,2,2,1,0,2,0,0
Gm597,0,0,0,0,0,0,0,0,0,0
Gm6026,0,0,0,0,0,0,0,0,0,0
Gm6034,0,0,5,1,4,6,2,5,0,0
Gm6040,1,0,0,0,0,2,0,0,0,0
Gm6042,0,0,0,0,0,0,0,0,0,0
Gm608,129,104,135,143,95,134,94,58,77,96
Gm6084,0,0,0,0,0,0,0,0,0,0
Gm6086,80,56,94,98,101,166,128,107,113,85
Gm609,7,3,0,1,2,2,0,1,0,0
Gm6116,0,0,0,0,0,0,1,0,0,0
Gm6121,0,0,0,0,0,0,0,0,0,0
Gm614,0,1,0,0,1,0,0,0,0,0
Gm6150,1117,711,1190,1184,1207,1346,1374,1315,1113,1096
Gm6164,0,0,0,0,0,0,0,0,0,0
Gm6194,6,3,5,2,5,4,5,6,3,3
Gm6213,2,0,2,1,2,5,5,5,0,2
Gm6225,1,0,1,0,0,0,0,1,0,0
Gm6249,0,0,0,0,0,0,0,0,0,0
Gm6251,16,7,16,10,25,11,17,2,0,4
Gm6260,0,0,0,0,0,1,0,0,0,0
Gm6268,0,1,0,2,0,3,1,0,2,0
Gm6277,79,43,56,52,60,53,56,38,19,36
Gm6289,0,0,1,1,2,0,2,1,0,3
Gm6297,26,46,29,15,24,21,26,21,12,12
Gm6300,19,24,22,24,31,14,33,30,38,34
Gm6307,0,0,0,0,0,0,0,0,0,0
Gm6313,4,2,6,4,2,4,1,1,1,6
Gm6329,2,3,3,0,1,0,0,0,0,0
Gm6367,562,413,660,635,727,753,816,690,478,580
Gm6370,0,0,0,0,0,0,0,0,0,0
Gm6377,62,24,71,49,83,78,60,73,58,78
Gm6402,8,5,6,4,3,6,11,0,0,5
Gm6406,14,10,15,18,15,20,22,10,13,10
Gm6408,0,0,0,0,0,0,0,0,0,0
Gm6416,107,71,132,113,142,168,166,122,98,134
Gm6432,0,0,0,0,2,0,0,0,0,0
Gm6455,0,0,0,0,0,0,0,0,0,0
Gm6460,0,0,0,0,0,0,0,0,0,0
Gm648,1,1,0,0,1,0,0,0,0,0
Gm6484,4,0,1,1,2,1,4,3,1,3
Gm6498,1,2,0,0,2,0,0,1,1,0
Gm6524,26,25,34,28,39,25,38,30,14,21
Gm6525,0,0,0,0,0,0,0,2,0,0
Gm6531,29,31,33,37,26,32,38,36,31,24
Gm6537,16,12,15,17,17,8,18,11,5,10
Gm6548,104,57,62,50,75,50,61,44,23,29
Gm6567,4,2,5,8,7,10,4,6,4,5
Gm6568,0,1,0,0,4,3,3,0,0,0
Gm6578,82,74,122,69,133,121,141,77,64,63
Gm6583,2,2,0,0,0,0,0,0,1,0
Gm6588,0,0,0,0,0,0,0,0,0,0
Gm6592,0,5,0,0,0,0,0,0,0,0
Gm6602,2,3,2,11,8,10,11,3,8,4
Gm6607,0,0,0,0,0,0,0,0,0,0
Gm6614,8,8,18,5,12,6,20,9,6,17
Gm6623,3,2,2,3,1,1,3,1,1,1
Gm6634,0,0,0,0,0,0,0,0,0,0
Gm6639,15,17,14,31,9,23,21,25,24,23
Gm6642,2,1,2,0,1,3,0,0,0,0
Gm6644,0,0,0,0,0,0,0,0,0,0
Gm6654,6,2,1,2,3,3,1,0,0,0
Gm6682,11,3,8,1,4,2,10,4,5,0
Gm6696,0,0,0,0,0,0,0,0,0,0
Gm6710,0,0,0,0,0,0,1,0,0,0
Gm6756,0,0,0,0,0,0,0,0,0,0
Gm6760,0,0,0,4,0,0,0,0,0,0
Gm6763,0,0,0,0,0,0,0,0,0,0
Gm6772,0,0,1,0,0,0,0,0,0,1
Gm6787,43,40,40,31,41,46,65,46,40,32
Gm6792,441,388,577,410,699,535,718,456,489,411
Gm6793,0,0,0,0,0,0,0,0,0,0
Gm6812,0,0,0,0,0,0,0,0,0,0
Gm684,17,14,3,5,9,11,3,7,1,1
Gm6878,0,0,0,0,0,0,0,0,0,0
Gm6880,0,0,0,0,0,0,0,0,0,0
Gm6890,0,0,2,1,2,1,1,3,0,0
Gm6902,0,0,0,0,0,0,0,0,0,0
Gm6904,0,0,0,0,0,0,0,0,0,0
Gm6927,0,0,0,0,0,0,0,0,0,0
Gm6936,0,0,0,0,0,0,0,0,0,0
Gm6938,9,1,1,2,1,2,5,0,1,0
Gm694,0,0,0,0,0,0,0,0,0,0
Gm6981,17,9,21,11,12,25,34,7,14,15
Gm6994,0,0,0,2,0,1,1,0,0,1
Gm7008,1,0,0,3,0,0,0,0,0,0
Gm7030,0,0,0,0,0,0,0,0,0,0
Gm7056,2196,1621,2235,2178,2346,2612,2569,2349,2074,2169
Gm7073,127,61,103,89,143,77,150,86,108,82
Gm7092,1,0,2,0,1,0,0,0,0,0
Gm7102,5,10,12,6,1,3,3,2,1,1
Gm7104,165,109,157,155,159,188,188,134,142,108
Gm711,3,1,0,2,1,1,2,0,0,1
Gm7120,110,174,150,83,178,186,158,143,102,145
Gm7134,0,0,0,0,0,0,1,0,0,0
Gm715,88,69,84,60,90,89,118,82,114,87
Gm7157,2,5,1,4,4,1,5,4,8,0
Gm7168,0,0,0,0,0,0,0,0,0,0
Gm7173,23,27,24,17,9,15,19,21,11,17
Gm7244,17,13,37,24,25,21,17,21,11,13
Gm7257,1,0,0,0,0,0,0,0,0,0
Gm7271,34,24,37,35,56,36,56,40,29,28
Gm732,0,1,0,0,1,0,1,0,0,0
Gm7325,29,18,37,18,28,29,22,27,13,15
